geoid,timestep,boro_code,c_lat,c_lon,crashes,injury_count_t1,crashes_t1,prob_ped_injured_t1,injury_roll3,injury_roll5
2_39700,2015,2.0,40.862,-73.885,235.0,11.999999999999996,227.0,0.052863436123348,12.666666666666657,12.666666666666657
2_39800,2015,2.0,40.883,-73.853,35.0,3.999999999999998,39.0,0.1025641025641025,2.6666666666666647,2.6666666666666647
2_39901,2015,2.0,40.864,-73.894,114.0,8.999999999999993,107.0,0.0841121495327102,7.333333333333329,7.333333333333329
2_39902,2015,2.0,40.86,-73.895,77.0,3.999999999999996,82.0,0.048780487804878,4.33333333333333,4.33333333333333
2_400,2015,2.0,40.811,-73.852,38.0,2.0,32.0,0.0625,2.3333333333333335,2.3333333333333335
2_4001,2015,2.0,40.828,-73.858,6.0,0.0,10.0,0.0,0.6666666666666666,0.6666666666666666
2_40100,2015,2.0,40.865,-73.898,78.0,3.9999999999999933,78.0,0.0512820512820512,5.9999999999999964,5.9999999999999964
2_40302,2015,2.0,40.868,-73.892,38.0,4.999999999999998,30.0,0.1666666666666666,4.333333333333332,4.333333333333332
2_40303,2015,2.0,40.87,-73.893,39.0,3.9999999999999987,42.0,0.0952380952380952,3.666666666666666,3.666666666666666
2_40304,2015,2.0,40.868,-73.895,41.0,2.9999999999999987,36.0,0.0833333333333333,2.9999999999999987,2.9999999999999987
2_40400,2015,2.0,40.886,-73.851,29.0,3.0,25.0,0.12,2.0,2.0
2_40501,2015,2.0,40.867,-73.891,29.0,2.999999999999998,26.0,0.1153846153846153,3.9999999999999996,3.9999999999999996
2_40502,2015,2.0,40.866,-73.889,42.0,1.9999999999999978,36.0,0.0555555555555555,3.6666666666666647,3.6666666666666647
2_40600,2015,2.0,40.888,-73.857,48.0,4.999999999999999,49.0,0.1020408163265306,4.999999999999999,4.999999999999999
2_40701,2015,2.0,40.872,-73.89,46.0,9.0,60.0,0.15,5.333333333333333,5.333333333333333
2_40702,2015,2.0,40.869,-73.887,77.0,8.999999999999996,63.0,0.1428571428571428,7.9999999999999964,7.9999999999999964
2_40800,2015,2.0,40.89,-73.862,54.0,5.0,50.0,0.1,2.3333333333333326,2.3333333333333326
2_40900,2015,2.0,40.877,-73.893,108.0,8.999999999999996,109.0,0.0825688073394495,6.666666666666664,6.666666666666664
2_4100,2015,2.0,40.811,-73.919,25.0,4.999999999999998,30.0,0.1666666666666666,3.3333333333333326,3.3333333333333326
2_41100,2015,2.0,40.876,-73.887,22.0,0.9999999999999989,18.0,0.0555555555555555,0.6666666666666663,0.6666666666666663
2_41300,2015,2.0,40.874,-73.885,50.0,0.0,38.0,0.0,2.3333333333333317,2.3333333333333317
2_41400,2015,2.0,40.904,-73.854,91.0,3.999999999999994,96.0,0.0416666666666666,3.6666666666666607,3.6666666666666607
2_41500,2015,2.0,40.87,-73.884,51.0,1.999999999999998,41.0,0.048780487804878,1.3333333333333321,1.3333333333333321
2_41800,2015,2.0,40.897,-73.858,63.0,1.9999999999999967,58.0,0.0344827586206896,2.3333333333333317,2.3333333333333317
2_41900,2015,2.0,40.877,-73.882,132.0,13.999999999999993,117.0,0.1196581196581196,11.666666666666663,11.666666666666663
2_4200,2015,2.0,40.824,-73.862,105.0,11.0,99.0,0.1111111111111111,7.666666666666663,7.666666666666663
2_42000,2015,2.0,40.893,-73.86,147.0,6.9999999999999964,117.0,0.0598290598290598,5.333333333333329,5.333333333333329
2_42100,2015,2.0,40.881,-73.883,106.0,11.999999999999991,116.0,0.1034482758620689,7.333333333333326,7.333333333333326
2_42200,2015,2.0,40.891,-73.855,91.0,4.999999999999996,74.0,0.0675675675675675,5.33333333333333,5.33333333333333
2_42300,2015,2.0,40.877,-73.877,27.0,2.9999999999999996,17.0,0.1764705882352941,3.3333333333333326,3.3333333333333326
2_42400,2015,2.0,40.889,-73.85,46.0,0.999999999999999,54.0,0.0185185185185185,1.3333333333333326,1.3333333333333326
2_42500,2015,2.0,40.871,-73.879,118.0,9.999999999999991,112.0,0.0892857142857142,7.333333333333328,7.333333333333328
2_42600,2015,2.0,40.891,-73.842,126.0,2.999999999999997,93.0,0.032258064516129,3.666666666666664,3.666666666666664
2_42800,2015,2.0,40.895,-73.846,37.0,0.9999999999999989,30.0,0.0333333333333333,0.333333333333333,0.333333333333333
2_42901,2015,2.0,40.875,-73.874,54.0,3.9999999999999956,62.0,0.064516129032258,2.3333333333333317,2.3333333333333317
2_42902,2015,2.0,40.877,-73.874,16.0,0.9999999999999997,13.0,0.0769230769230769,0.3333333333333332,0.3333333333333332
2_4300,2015,2.0,40.814,-73.917,75.0,9.0,60.0,0.15,8.333333333333332,8.333333333333332
2_43000,2015,2.0,40.893,-73.851,41.0,0.0,33.0,0.0,0.3333333333333332,0.3333333333333332
2_43100,2015,2.0,40.882,-73.877,359.0,19.99999999999997,351.0,0.0569800569800569,18.999999999999982,18.999999999999982
2_43400,2015,2.0,40.898,-73.852,122.0,6.999999999999992,122.0,0.0573770491803278,7.999999999999994,7.999999999999994
2_43500,2015,2.0,40.895,-73.882,238.0,2.999999999999995,215.0,0.013953488372093,3.3333333333333233,3.3333333333333233
2_43600,2015,2.0,40.897,-73.85,25.0,0.0,26.0,0.0,0.3333333333333328,0.3333333333333328
2_4400,2015,2.0,40.827,-73.866,50.0,3.0,73.0,0.0410958904109589,2.9999999999999987,2.9999999999999987
2_44200,2015,2.0,40.904,-73.846,41.0,3.0,48.0,0.0625,2.333333333333332,2.333333333333332
2_44400,2015,2.0,40.899,-73.844,51.0,2.999999999999997,53.0,0.0566037735849056,2.3333333333333317,2.3333333333333317
2_44800,2015,2.0,40.895,-73.841,13.0,0.0,16.0,0.0,0.0,0.0
2_44901,2015,2.0,40.897,-73.873,27.0,0.0,19.0,0.0,0.0,0.0
2_44902,2015,2.0,40.899,-73.869,17.0,0.9999999999999984,24.0,0.0416666666666666,0.3333333333333328,0.3333333333333328
2_45101,2015,2.0,40.897,-73.864,49.0,0.0,40.0,0.0,0.6666666666666664,0.6666666666666664
2_45102,2015,2.0,40.9,-73.864,29.0,1.9999999999999993,23.0,0.0869565217391304,1.333333333333333,1.333333333333333
2_45600,2015,2.0,40.889,-73.821,40.0,0.9999999999999996,38.0,0.0263157894736842,0.3333333333333332,0.3333333333333332
2_45800,2015,2.0,40.886,-73.845,56.0,5.999999999999997,38.0,0.1578947368421052,4.333333333333331,4.333333333333331
2_4600,2015,2.0,40.822,-73.869,86.0,7.999999999999996,75.0,0.1066666666666666,4.333333333333331,4.333333333333331
2_46000,2015,2.0,40.882,-73.843,73.0,2.999999999999999,63.0,0.0476190476190476,3.3333333333333335,3.3333333333333335
2_46201,2015,2.0,40.874,-73.827,273.0,15.999999999999991,242.0,0.0661157024793388,13.666666666666657,13.666666666666657
2_46202,2015,2.0,40.879,-73.834,249.0,5.999999999999988,182.0,0.0329670329670329,2.9999999999999925,2.9999999999999925
2_4800,2015,2.0,40.827,-73.874,43.0,3.9999999999999987,46.0,0.0869565217391304,3.6666666666666656,3.6666666666666656
2_48400,2015,2.0,40.886,-73.835,204.0,10.999999999999996,191.0,0.0575916230366492,7.333333333333329,7.333333333333329
2_5001,2015,2.0,40.825,-73.878,19.0,1.9999999999999993,13.0,0.1538461538461538,1.9999999999999993,1.9999999999999993
2_5002,2015,2.0,40.827,-73.878,11.0,3.0,15.0,0.2,3.3333333333333335,3.3333333333333335
2_5100,2015,2.0,40.813,-73.928,144.0,3.999999999999996,108.0,0.037037037037037,5.333333333333331,5.333333333333331
2_51600,2015,2.0,40.849,-73.782,65.0,3.9999999999999987,92.0,0.0434782608695652,1.9999999999999991,1.9999999999999991
2_5200,2015,2.0,40.826,-73.882,80.0,3.9999999999999996,66.0,0.0606060606060606,2.9999999999999982,2.9999999999999982
2_5300,2015,2.0,40.852,-73.922,37.0,2.0,32.0,0.0625,2.6666666666666665,2.6666666666666665
2_5400,2015,2.0,40.83,-73.88,67.0,7.999999999999999,66.0,0.1212121212121212,7.333333333333332,7.333333333333332
2_5600,2015,2.0,40.833,-73.879,45.0,3.999999999999997,35.0,0.1142857142857142,4.999999999999999,4.999999999999999
2_5902,2015,2.0,40.824,-73.923,31.0,0.999999999999999,27.0,0.037037037037037,0.6666666666666657,0.6666666666666657
2_6000,2015,2.0,40.838,-73.878,101.0,5.999999999999994,108.0,0.0555555555555555,3.9999999999999964,3.9999999999999964
2_6100,2015,2.0,40.822,-73.923,80.0,2.0,80.0,0.025,4.666666666666665,4.666666666666665
2_6200,2015,2.0,40.833,-73.876,69.0,5.999999999999999,66.0,0.0909090909090909,4.999999999999997,4.999999999999997
2_6300,2015,2.0,40.824,-73.928,373.0,17.999999999999975,355.0,0.0507042253521126,17.999999999999982,17.999999999999982
2_6400,2015,2.0,40.833,-73.872,52.0,4.999999999999998,35.0,0.1428571428571428,3.666666666666666,3.666666666666666
2_6500,2015,2.0,40.817,-73.922,221.0,21.999999999999986,188.0,0.1170212765957446,20.66666666666666,20.66666666666666
2_6700,2015,2.0,40.819,-73.918,62.0,7.999999999999995,63.0,0.1269841269841269,5.333333333333331,5.333333333333331
2_6800,2015,2.0,40.829,-73.871,38.0,2.999999999999997,45.0,0.0666666666666666,2.6666666666666643,2.6666666666666643
2_6900,2015,2.0,40.822,-73.916,81.0,4.9999999999999964,91.0,0.0549450549450549,6.666666666666665,6.666666666666665
2_7000,2015,2.0,40.83,-73.866,30.0,1.9999999999999978,36.0,0.0555555555555555,1.999999999999999,1.999999999999999
2_7100,2015,2.0,40.818,-73.913,149.0,9.999999999999993,127.0,0.0787401574803149,10.666666666666659,10.666666666666659
2_7200,2015,2.0,40.831,-73.861,29.0,6.999999999999998,48.0,0.1458333333333333,5.666666666666667,5.666666666666667
2_7300,2015,2.0,40.815,-73.909,34.0,1.9999999999999991,24.0,0.0833333333333333,2.9999999999999987,2.9999999999999987
2_7400,2015,2.0,40.819,-73.853,22.0,1.9999999999999993,13.0,0.1538461538461538,1.666666666666666,1.666666666666666
2_7500,2015,2.0,40.819,-73.909,48.0,0.9999999999999976,47.0,0.0212765957446808,2.6666666666666643,2.6666666666666643
2_7600,2015,2.0,40.833,-73.868,66.0,3.0,50.0,0.06,5.333333333333333,5.333333333333333
2_7700,2015,2.0,40.82,-73.904,39.0,3.0,31.0,0.0967741935483871,5.666666666666667,5.666666666666667
2_7800,2015,2.0,40.829,-73.853,45.0,1.9999999999999978,49.0,0.0408163265306122,2.333333333333331,2.333333333333331
2_7900,2015,2.0,40.816,-73.905,61.0,7.9999999999999964,56.0,0.1428571428571428,6.333333333333332,6.333333333333332
2_8300,2015,2.0,40.814,-73.902,128.0,7.999999999999996,121.0,0.0661157024793388,8.33333333333333,8.33333333333333
2_8500,2015,2.0,40.816,-73.899,51.0,6.9999999999999964,59.0,0.1186440677966101,3.999999999999998,3.999999999999998
2_8600,2015,2.0,40.82,-73.85,35.0,1.0,32.0,0.03125,2.666666666666666,2.666666666666666
2_8700,2015,2.0,40.82,-73.897,70.0,10.0,100.0,0.1,9.666666666666664,9.666666666666664
2_8900,2015,2.0,40.819,-73.894,22.0,2.0,20.0,0.1,0.9999999999999999,0.9999999999999999
2_9000,2015,2.0,40.822,-73.842,96.0,2.999999999999998,68.0,0.0441176470588235,2.666666666666666,2.666666666666666
2_9200,2015,2.0,40.832,-73.852,133.0,3.0,100.0,0.03,3.999999999999995,3.999999999999995
2_9300,2015,2.0,40.809,-73.889,518.0,15.999999999999966,459.0,0.0348583877995642,17.333333333333304,17.333333333333304
2_9600,2015,2.0,40.834,-73.844,94.0,1.999999999999998,82.0,0.024390243902439,2.333333333333332,2.333333333333332
2_9800,2015,2.0,40.825,-73.85,60.0,2.0,51.0,0.0392156862745098,1.666666666666666,1.666666666666666
3_100,2015,3.0,40.7,-73.994,91.0,2.999999999999995,116.0,0.0258620689655172,2.3333333333333317,2.3333333333333317
3_10000,2015,3.0,40.642,-74.01,63.0,3.9999999999999956,60.0,0.0666666666666666,4.666666666666665,4.666666666666665
3_100400,2015,3.0,40.631,-73.904,26.0,0.0,20.0,0.0,0.6666666666666662,0.6666666666666662
3_100600,2015,3.0,40.632,-73.901,13.0,1.9999999999999991,19.0,0.1052631578947368,0.9999999999999997,0.9999999999999997
3_100800,2015,3.0,40.634,-73.898,40.0,0.0,24.0,0.0,0.9999999999999997,0.9999999999999997
3_10100,2015,3.0,40.658,-74.0,96.0,4.999999999999999,98.0,0.0510204081632653,3.999999999999998,3.999999999999998
3_101000,2015,3.0,40.636,-73.895,19.0,2.0,16.0,0.125,2.3333333333333326,2.3333333333333326
3_101200,2015,3.0,40.64,-73.894,42.0,1.0,32.0,0.03125,0.9999999999999988,0.9999999999999988
3_101400,2015,3.0,40.642,-73.891,16.0,0.0,11.0,0.0,0.0,0.0
3_101600,2015,3.0,40.643,-73.888,4.0,0.0,2.0,0.0,0.3333333333333333,0.3333333333333333
3_101800,2015,3.0,40.642,-73.886,23.0,0.0,17.0,0.0,0.3333333333333332,0.3333333333333332
3_10200,2015,3.0,40.639,-74.013,90.0,3.999999999999995,61.0,0.0655737704918032,4.999999999999997,4.999999999999997
3_102000,2015,3.0,40.638,-73.887,11.0,0.0,6.0,0.0,0.0,0.0
3_102200,2015,3.0,40.636,-73.89,31.0,0.0,16.0,0.0,1.6666666666666667,1.6666666666666667
3_102400,2015,3.0,40.633,-73.893,64.0,4.999999999999998,53.0,0.0943396226415094,2.999999999999998,2.999999999999998
3_102600,2015,3.0,40.63,-73.898,9.0,0.0,12.0,0.0,0.0,0.0
3_102800,2015,3.0,40.628,-73.893,74.0,1.9999999999999964,68.0,0.0294117647058823,2.9999999999999964,2.9999999999999964
3_103400,2015,3.0,40.635,-73.883,28.0,1.0,20.0,0.05,1.9999999999999998,1.9999999999999998
3_10400,2015,3.0,40.637,-74.008,88.0,4.999999999999995,82.0,0.0609756097560975,5.33333333333333,5.33333333333333
3_105801,2015,3.0,40.649,-73.881,21.0,0.9999999999999989,15.0,0.0666666666666666,0.6666666666666663,0.6666666666666663
3_105804,2015,3.0,40.646,-73.884,151.0,9.999999999999995,144.0,0.0694444444444444,7.999999999999997,7.999999999999997
3_10600,2015,3.0,40.639,-74.006,94.0,6.999999999999993,85.0,0.0823529411764705,5.666666666666663,5.666666666666663
3_107000,2015,3.0,40.649,-73.869,208.0,7.999999999999989,126.0,0.0634920634920634,4.9999999999999964,4.9999999999999964
3_107800,2015,3.0,40.659,-73.876,110.0,5.999999999999992,88.0,0.0681818181818181,2.999999999999996,2.999999999999996
3_10800,2015,3.0,40.641,-74.004,63.0,3.999999999999996,54.0,0.074074074074074,5.666666666666663,5.666666666666663
3_109800,2015,3.0,40.653,-73.902,190.0,3.999999999999986,182.0,0.0219780219780219,3.999999999999989,3.999999999999989
3_1100,2015,3.0,40.693,-73.988,98.0,10.999999999999993,98.0,0.1122448979591836,8.333333333333329,8.333333333333329
3_11000,2015,3.0,40.645,-73.993,73.0,0.9999999999999997,42.0,0.0238095238095238,3.3333333333333335,3.3333333333333335
3_110400,2015,3.0,40.657,-73.889,474.0,23.999999999999986,485.0,0.0494845360824742,18.333333333333314,18.333333333333314
3_110600,2015,3.0,40.657,-73.884,20.0,2.0,20.0,0.1,2.0,2.0
3_111000,2015,3.0,40.661,-73.881,24.0,1.9999999999999993,21.0,0.0952380952380952,1.6666666666666663,1.6666666666666663
3_111600,2015,3.0,40.664,-73.876,119.0,1.9999999999999976,79.0,0.0253164556962025,4.666666666666665,4.666666666666665
3_111800,2015,3.0,40.669,-73.876,50.0,7.0,40.0,0.175,4.333333333333333,4.333333333333333
3_11200,2015,3.0,40.642,-73.996,73.0,6.0,80.0,0.075,5.999999999999997,5.999999999999997
3_112000,2015,3.0,40.667,-73.881,46.0,2.9999999999999987,46.0,0.0652173913043478,3.6666666666666656,3.6666666666666656
3_112200,2015,3.0,40.664,-73.886,23.0,7.0,26.0,0.2692307692307692,4.666666666666666,4.666666666666666
3_112400,2015,3.0,40.666,-73.887,47.0,4.0,64.0,0.0625,3.3333333333333326,3.3333333333333326
3_112600,2015,3.0,40.665,-73.893,85.0,8.0,80.0,0.1,7.666666666666665,7.666666666666665
3_112800,2015,3.0,40.662,-73.892,132.0,6.9999999999999885,131.0,0.0534351145038167,7.333333333333328,7.333333333333328
3_113000,2015,3.0,40.662,-73.896,49.0,0.9999999999999988,44.0,0.0227272727272727,1.9999999999999982,1.9999999999999982
3_113200,2015,3.0,40.661,-73.899,88.0,0.0,59.0,0.0,1.3333333333333321,1.3333333333333321
3_113400,2015,3.0,40.668,-73.9,49.0,1.9999999999999998,33.0,0.0606060606060606,2.9999999999999996,2.9999999999999996
3_11400,2015,3.0,40.639,-73.999,69.0,6.999999999999996,60.0,0.1166666666666666,5.666666666666663,5.666666666666663
3_114201,2015,3.0,40.68,-73.897,81.0,2.9999999999999916,98.0,0.0306122448979591,3.3333333333333286,3.3333333333333286
3_114202,2015,3.0,40.682,-73.891,15.0,0.0,19.0,0.0,1.3333333333333328,1.3333333333333328
3_114400,2015,3.0,40.673,-73.899,211.0,6.999999999999991,206.0,0.0339805825242718,8.333333333333327,8.333333333333327
3_114600,2015,3.0,40.679,-73.892,56.0,2.999999999999995,52.0,0.0576923076923076,3.3333333333333304,3.3333333333333304
3_115000,2015,3.0,40.674,-73.887,55.0,4.0,40.0,0.1,2.3333333333333326,2.3333333333333326
3_115200,2015,3.0,40.673,-73.891,68.0,0.9999999999999988,61.0,0.0163934426229508,1.9999999999999993,1.9999999999999993
3_115600,2015,3.0,40.668,-73.896,83.0,5.999999999999997,72.0,0.0833333333333333,7.333333333333332,7.333333333333332
3_115800,2015,3.0,40.669,-73.892,42.0,3.999999999999999,27.0,0.1481481481481481,3.6666666666666656,3.6666666666666656
3_11600,2015,3.0,40.636,-74.004,63.0,4.0,51.0,0.0784313725490196,6.0,6.0
3_116000,2015,3.0,40.669,-73.889,45.0,2.9999999999999996,43.0,0.0697674418604651,3.3333333333333326,3.3333333333333326
3_116200,2015,3.0,40.67,-73.885,32.0,0.0,47.0,0.0,1.3333333333333321,1.3333333333333321
3_116400,2015,3.0,40.671,-73.881,57.0,2.999999999999997,45.0,0.0666666666666666,1.666666666666665,1.666666666666665
3_116600,2015,3.0,40.675,-73.882,67.0,6.999999999999997,47.0,0.1489361702127659,4.999999999999999,4.999999999999999
3_116800,2015,3.0,40.679,-73.883,31.0,0.0,31.0,0.0,2.0,2.0
3_11700,2015,3.0,40.669,-73.993,141.0,5.999999999999995,118.0,0.0508474576271186,3.3333333333333304,3.3333333333333304
3_117000,2015,3.0,40.678,-73.886,88.0,2.9999999999999987,83.0,0.036144578313253,2.6666666666666643,2.6666666666666643
3_117201,2015,3.0,40.681,-73.888,40.0,0.9999999999999988,44.0,0.0227272727272727,2.6666666666666656,2.6666666666666656
3_117202,2015,3.0,40.683,-73.884,21.0,0.0,9.0,0.0,1.3333333333333333,1.3333333333333333
3_117400,2015,3.0,40.683,-73.88,112.0,8.999999999999991,123.0,0.073170731707317,6.666666666666662,6.666666666666662
3_117601,2015,3.0,40.685,-73.877,28.0,0.9999999999999984,26.0,0.0384615384615384,0.666666666666666,0.666666666666666
3_117602,2015,3.0,40.686,-73.874,26.0,3.0,25.0,0.12,2.6666666666666665,2.6666666666666665
3_117800,2015,3.0,40.682,-73.874,68.0,6.0,75.0,0.08,5.0,5.0
3_11800,2015,3.0,40.635,-74.011,148.0,9.0,121.0,0.0743801652892562,5.999999999999997,5.999999999999997
3_118000,2015,3.0,40.689,-73.878,50.0,1.0,51.0,0.0196078431372549,1.999999999999999,1.999999999999999
3_118201,2015,3.0,40.688,-73.872,24.0,0.9999999999999997,23.0,0.0434782608695652,1.6666666666666667,1.6666666666666667
3_118202,2015,3.0,40.689,-73.869,10.0,0.0,9.0,0.0,0.3333333333333333,0.3333333333333333
3_118400,2015,3.0,40.684,-73.869,76.0,8.0,83.0,0.0963855421686747,6.666666666666664,6.666666666666664
3_118600,2015,3.0,40.681,-73.868,38.0,0.0,32.0,0.0,1.3333333333333328,1.3333333333333328
3_118800,2015,3.0,40.679,-73.866,37.0,0.9999999999999984,26.0,0.0384615384615384,0.9999999999999991,0.9999999999999991
3_11900,2015,3.0,40.675,-73.99,264.0,1.9999999999999867,231.0,0.0086580086580086,3.3333333333333237,3.3333333333333237
3_119000,2015,3.0,40.679,-73.872,54.0,2.999999999999997,41.0,0.073170731707317,1.333333333333332,1.333333333333332
3_119200,2015,3.0,40.677,-73.878,203.0,11.0,169.0,0.0650887573964497,7.333333333333331,7.333333333333331
3_119400,2015,3.0,40.673,-73.877,58.0,6.0,50.0,0.12,3.6666666666666665,3.6666666666666665
3_119600,2015,3.0,40.676,-73.873,102.0,10.999999999999998,90.0,0.1222222222222222,8.666666666666664,8.666666666666664
3_119800,2015,3.0,40.676,-73.894,485.0,17.999999999999993,456.0,0.0394736842105263,13.66666666666665,13.66666666666665
3_12000,2015,3.0,40.633,-74.012,196.0,10.999999999999995,216.0,0.0509259259259259,10.333333333333327,10.333333333333327
3_120000,2015,3.0,40.675,-73.867,50.0,2.999999999999998,34.0,0.088235294117647,2.3333333333333317,2.3333333333333317
3_120200,2015,3.0,40.676,-73.864,22.0,1.9999999999999991,19.0,0.1052631578947368,1.666666666666666,1.666666666666666
3_120800,2015,3.0,40.671,-73.865,108.0,8.999999999999998,110.0,0.0818181818181818,4.999999999999997,4.999999999999997
3_12100,2015,3.0,40.671,-73.991,40.0,2.9999999999999987,46.0,0.0652173913043478,1.9999999999999984,1.9999999999999984
3_121000,2015,3.0,40.67,-73.872,55.0,1.9999999999999984,35.0,0.0571428571428571,1.9999999999999991,1.9999999999999991
3_121400,2015,3.0,40.667,-73.865,43.0,2.0,32.0,0.0625,3.0,3.0
3_12200,2015,3.0,40.638,-74.018,61.0,5.999999999999998,53.0,0.1132075471698113,3.333333333333331,3.333333333333331
3_122000,2015,3.0,40.664,-73.863,137.0,2.9999999999999907,112.0,0.0267857142857142,3.9999999999999942,3.9999999999999942
3_123700,2015,3.0,40.697,-73.957,251.0,7.999999999999995,189.0,0.0423280423280423,5.66666666666666,5.66666666666666
3_12600,2015,3.0,40.635,-74.019,44.0,2.999999999999997,41.0,0.073170731707317,2.333333333333332,2.333333333333332
3_12700,2015,3.0,40.682,-73.983,99.0,4.0,102.0,0.0392156862745098,2.666666666666664,2.666666666666664
3_12801,2015,3.0,40.631,-74.013,35.0,4.0,32.0,0.125,3.333333333333332,3.333333333333332
3_12901,2015,3.0,40.682,-73.979,115.0,1.9999999999999973,97.0,0.0206185567010309,4.999999999999997,4.999999999999997
3_12902,2015,3.0,40.681,-73.976,161.0,5.999999999999994,147.0,0.0408163265306122,6.9999999999999964,6.9999999999999964
3_1300,2015,3.0,40.698,-73.988,210.0,7.0,219.0,0.0319634703196347,5.333333333333328,5.333333333333328
3_13000,2015,3.0,40.633,-74.021,67.0,9.0,80.0,0.1125,6.333333333333331,6.333333333333331
3_13100,2015,3.0,40.678,-73.98,45.0,2.0,47.0,0.0425531914893617,1.999999999999999,1.999999999999999
3_13200,2015,3.0,40.628,-74.016,29.0,2.9999999999999987,23.0,0.1304347826086956,1.3333333333333328,1.3333333333333328
3_13300,2015,3.0,40.675,-73.981,94.0,6.999999999999994,113.0,0.0619469026548672,4.9999999999999964,4.9999999999999964
3_13400,2015,3.0,40.63,-74.02,57.0,6.999999999999997,69.0,0.1014492753623188,5.33333333333333,5.33333333333333
3_13500,2015,3.0,40.673,-73.983,23.0,3.999999999999997,35.0,0.1142857142857142,2.9999999999999987,2.9999999999999987
3_13600,2015,3.0,40.627,-74.023,50.0,0.999999999999999,37.0,0.027027027027027,1.333333333333332,1.333333333333332
3_13700,2015,3.0,40.67,-73.985,46.0,0.0,50.0,0.0,0.3333333333333332,0.3333333333333332
3_13800,2015,3.0,40.624,-74.026,91.0,6.9999999999999964,78.0,0.0897435897435897,7.666666666666664,7.666666666666664
3_13900,2015,3.0,40.668,-73.987,96.0,6.999999999999996,97.0,0.0721649484536082,7.3333333333333295,7.3333333333333295
3_14000,2015,3.0,40.621,-74.02,10.0,0.0,19.0,0.0,0.0,0.0
3_14100,2015,3.0,40.665,-73.989,35.0,1.9999999999999993,46.0,0.0434782608695652,2.9999999999999996,2.9999999999999996
3_14200,2015,3.0,40.623,-74.022,43.0,0.9999999999999989,45.0,0.0222222222222222,0.9999999999999997,0.9999999999999997
3_14300,2015,3.0,40.664,-73.993,96.0,1.9999999999999973,97.0,0.0206185567010309,3.333333333333332,3.333333333333332
3_14500,2015,3.0,40.661,-73.995,70.0,5.999999999999999,87.0,0.0689655172413793,2.9999999999999982,2.9999999999999982
3_14700,2015,3.0,40.66,-73.99,22.0,0.0,22.0,0.0,0.6666666666666661,0.6666666666666661
3_14800,2015,3.0,40.617,-74.013,25.0,0.9999999999999996,19.0,0.0526315789473684,0.9999999999999996,0.9999999999999996
3_14900,2015,3.0,40.662,-73.985,54.0,4.999999999999998,57.0,0.087719298245614,4.333333333333332,4.333333333333332
3_1500,2015,3.0,40.694,-73.983,464.0,17.99999999999997,426.0,0.0422535211267605,13.999999999999986,13.999999999999986
3_15000,2015,3.0,40.615,-74.011,38.0,1.0,32.0,0.03125,1.0,1.0
3_150200,2015,3.0,40.655,-73.981,58.0,0.9999999999999989,49.0,0.0204081632653061,0.9999999999999988,0.9999999999999988
3_15100,2015,3.0,40.666,-73.983,34.0,1.9999999999999982,43.0,0.0465116279069767,2.6666666666666643,2.6666666666666643
3_15200,2015,3.0,40.615,-74.024,40.0,0.9999999999999976,35.0,0.0285714285714285,0.6666666666666659,0.6666666666666659
3_152200,2015,3.0,40.644,-73.967,116.0,4.9999999999999964,96.0,0.0520833333333333,5.666666666666662,5.666666666666662
3_15300,2015,3.0,40.668,-73.981,74.0,0.0,60.0,0.0,1.666666666666665,1.666666666666665
3_15400,2015,3.0,40.611,-74.019,59.0,0.9999999999999953,59.0,0.0169491525423728,1.9999999999999964,1.9999999999999964
3_15500,2015,3.0,40.671,-73.979,36.0,1.9999999999999991,38.0,0.0526315789473684,0.6666666666666664,0.6666666666666664
3_15700,2015,3.0,40.673,-73.976,87.0,2.999999999999992,88.0,0.034090909090909,2.333333333333329,2.333333333333329
3_15900,2015,3.0,40.675,-73.973,85.0,2.9999999999999964,66.0,0.0454545454545454,3.333333333333332,3.333333333333332
3_16000,2015,3.0,40.619,-74.027,148.0,11.999999999999996,156.0,0.0769230769230769,9.666666666666664,9.666666666666664
3_16100,2015,3.0,40.68,-73.973,129.0,5.999999999999997,92.0,0.0652173913043478,4.999999999999994,4.999999999999994
3_16200,2015,3.0,40.613,-74.031,39.0,0.9999999999999982,34.0,0.0294117647058823,0.6666666666666656,0.6666666666666656
3_16300,2015,3.0,40.679,-73.97,82.0,1.9999999999999967,78.0,0.0256410256410256,2.6666666666666634,2.6666666666666634
3_16400,2015,3.0,40.608,-74.028,8.0,0.9999999999999984,26.0,0.0384615384615384,0.3333333333333328,0.3333333333333328
3_16500,2015,3.0,40.67,-73.974,72.0,1.9999999999999978,45.0,0.0444444444444444,0.9999999999999982,0.9999999999999982
3_16600,2015,3.0,40.619,-74.016,50.0,1.9999999999999991,38.0,0.0526315789473684,0.9999999999999996,0.9999999999999996
3_16700,2015,3.0,40.664,-73.979,36.0,0.9999999999999984,26.0,0.0384615384615384,1.3333333333333328,1.3333333333333328
3_16800,2015,3.0,40.604,-74.016,24.0,0.0,36.0,0.0,0.0,0.0
3_16900,2015,3.0,40.659,-73.981,60.0,4.0,41.0,0.0975609756097561,3.6666666666666656,3.6666666666666656
3_17000,2015,3.0,40.61,-74.013,66.0,0.9999999999999948,68.0,0.0147058823529411,1.3333333333333315,1.3333333333333315
3_17100,2015,3.0,40.657,-73.977,28.0,2.9999999999999987,23.0,0.1304347826086956,1.666666666666666,1.666666666666666
